sale_id;month;destination_code;destination_city;destination_country;region;route_category;total_flights;total_passengers;total_revenue_eur;avg_ticket_price_eur;load_factor_pct;business_class_pct;online_booking_pct;cost_per_seat_km_eur
SAL00845;2024-05;MUC;Munich;Germany;Europe;Short-haul;31;4322;764752.8;176.94;90.3;11.2;77.6;0.0971
SAL00846;2024-05;ORD;Chicago;United States;North America;Long-haul;14;3407;2630868.74;772.2;84.5;19.1;59.4;0.0452
SAL00847;2024-05;YYZ;Toronto;Canada;North America;Long-haul;12;2876;2509546.61;872.58;82.0;24.8;81.4;0.09
SAL00848;2024-05;NRT;Tokyo;Japan;Asia;Long-haul;8;1935;1424826.04;736.34;78.9;24.2;73.3;0.0423
SAL00849;2024-05;PVG;Shanghai;China;Asia;Long-haul;6;1337;1190080.98;890.11;82.0;16.8;78.6;0.0659
SAL00850;2024-05;AMS;Amsterdam;Netherlands;Europe;Short-haul;17;2411;423801.46;175.78;88.6;22.9;82.3;0.1024
SAL00851;2024-05;ZRH;Zurich;Switzerland;Europe;Short-haul;18;2421;397556.77;164.21;70.8;23.7;64.6;0.114
SAL00852;2024-05;BRU;Brussels;Belgium;Europe;Short-haul;18;2595;452151.32;174.24;75.6;13.5;63.6;0.0851
SAL00853;2024-05;DUS;Dusseldorf;Germany;Europe;Short-haul;15;1963;338435.48;172.41;80.5;13.3;71.6;0.0615
SAL00854;2024-05;JFK;New York;United States;North America;Long-haul;18;4017;3 250 703.41;809.24;70.1;10.2;58.5;0.0772
SAL00855;2024-05;DXB;Dubai;UAE;Middle East;Long-haul;11;2809;1964489.8;699.36;72.3;15.1;67.4;0.0758
SAL00856;2024-05;ARN;Stockholm;Sweden;Europe;Medium-haul;10;1347;315059.39;233.9;83.9;20.8;73.2;0.0472
SAL00857;2024-05;DEL;Delhi;India;Asia;Long-haul;9;2011;1677080.2;833.95;70.3;23.9;71.4;0.097
SAL00858;2024-05;VIE;Vienna;Austria;Europe;Short-haul;15;2161;329502.52;152.48;76.8;19.4;58.6;0.1198
SAL00859;2024-05;CPH;Copenhagen;Denmark;Europe;Short-haul;10;1472;256040.52;173.94;90.5;10.9;84.7;0.0504
SAL00860;2024-05;IST;Istanbul;Turkey;Europe;Medium-haul;15;2186;485151.74;221.94;88.8;20.2;60.6;0.0447
SAL00861;2024-05;JNB;Johannesburg;South Africa;Africa;Long-haul;4;1012;874541.08;864.17;71.8;12.7;70.1;0.1103
SAL00862;2024-05;BKK;Bangkok;Thailand;Asia;Long-haul;7;1811;1495835.26;825.97;73.5;15.1;82.2;0.042
SAL00863;2024-05;MXP;Milan;Italy;Europe;Short-haul;14;1930;335371.2;173.77;74.0;13.6;61.4;0.1189
SAL00864;2024-05;WAW;Warsaw;Poland;Europe;Short-haul;6;821;123587.46;150.53;72.6;19.0;73.6;0.1037
SAL00865;2024-05;GRU;Sao Paulo;Brazil;South America;Long-haul;2;602;625262.2;1038.64;76.8;13.0;63.3;0.0575
SAL00866;2024-05;IAD;Washington;United States;North America;Long-haul;8;1661;1240831.62;747.04;71.1;14.7;58.1;0.0891
SAL00867;2024-05;ATH;Athens;Greece;Europe;Medium-haul;9;1265;309 225.95;244.45;79.7;20.6;62.5;0.0535
SAL00868;2024-05;SIN;Singapore;Singapore;Asia;Long-haul;2;444;425659.09;958.69;84.0;13.5;67.1;0.084
SAL00869;2024-06;CDG;Paris;France;Europe;Short-haul;38;5189;848301.67;163.48;71.3;21.1;75.5;0.1059
SAL00870;2024-06;LHR;London;United Kingdom;Europe;Short-haul;36;5128;881146.23;171.83;92.2;10.2;82.7;0.0596
SAL00871;2024-06;AMS;Amsterdam;Netherlands;Europe;Short-haul;27;3951;716366.18;181.31;73.0;16.3;74.7;0.0728
SAL00872;2024-06;FCO;Rome;Italy;Europe;Short-haul;19;2695;474863.27;176.2;80.7;8.4;82.4;0.0654
SAL00873;2024-06;MXP;Milan;Italy;Europe;Short-haul;15;2128;338 524.78;159.08;94.9;10.7;63.0;0.0612
SAL00874;2024-06;MAD;Madrid;Spain;Europe;Medium-haul;17;2528;602023.85;238.14;91.4;25.0;60.5;0.0642
SAL00875;2024-06;BCN;Barcelona;Spain;Europe;Medium-haul;17;2478;598584.01;241.56;82.6;20.8;62.6;0.1121
SAL00876;2024-06;VIE;Vienna;Austria;Europe;Short-haul;17;2439;402281.19;164.94;83,2;8.6;82.6;0.0941
SAL00877;2024-06;BRU;Brussels;Belgium;Europe;Short-haul;16;2114;358361.95;169.52;94.4;24.9;55.6;0.0595
SAL00878;2024-06;ATH;Athens;Greece;Europe;Medium-haul;12;1700;377617.65;222.13;86.2;19.3;60.7;0.08
SAL00879;2024-06;LIS;Lisbon;Portugal;Europe;Medium-haul;9;1365;306713.77;224.7;76.3;22.5;84.2;0.1137
SAL00880;2024-06;MUC;Munich;Germany;Europe;Short-haul;37;5245;810327.25;154.5;77.9;23.7;57.3;0.0791
SAL00881;2024-06;JFK;New York;United States;North America;Long-haul;20;4649;3880168.97;834.62;92.0;21.5;67.2;0.0517
SAL00882;2024-06;ORD;Chicago;United States;North America;Long-haul;11;2666;2154002.27;807.95;84.7;12.4;56.5;0.1082
SAL00883;2024-06;YYZ;Toronto;Canada;North America;Long-haul;11;2782;2 395 931.96;861.23;71.3;9.8;74.0;0.1175
SAL00884;2024-06;NRT;Tokyo;Japan;Asia;Long-haul;8;1903;1727975.85;908.03;84.0;12.9;79.7;0.0483
SAL00885;2024-06;SIN;Singapore;Singapore;Asia;Long-haul;9;1987;1685247.98;848.14;73.7;22.7;84.5;0.0474
SAL00886;2024-06;GRU;Sao Paulo;Brazil;South America;Long-haul;2;508;376034.41;740.23;80.9;19.1;79.7;0.115
SAL00887;2024-06;BKK;Bangkok;Thailand;Asia;Long-haul;10;2480;1726631.42;696.22;76.7;13.8;73.6;0.0852
SAL00888;2024-06;ZRH;Zurich;Switzerland;Europe;Short-haul;26;3631;568307.29;156.52;93.7;20.2;77.7;0.0517
SAL00889;2024-06;CPH;Copenhagen;Denmark;Europe;Short-haul;10;1479;264939.94;179.13;79.3;18.3;82.4;0.1142
SAL00890;2024-06;PVG;Shanghai;China;Asia;Long-haul;7;1477;1084160.74;734.03;79.4;24.2;69.4;0.1063
SAL00891;2024-06;DEL;Delhi;India;Asia;Long-haul;15;3342;2748031.85;822.27;91.2;9.4;82.9;0.0587
SAL00892;2024-06;IST;Istanbul;Turkey;Europe;Medium-haul;14;1932;436756.0;226.06;74.1;9.2;77.6;0.0651
SAL00893;2024-06;DUS;Dusseldorf;Germany;Europe;Short-haul;13;1864;352723.49;189.23;73.1;13.9;76.9;0.0615
SAL00894;2024-06;DXB;Dubai;UAE;Middle East;Long-haul;8;1941;1408440.48;725.63;71.7;15.9;83.7;0.0459
SAL00895;2024-06;WAW;Warsaw;Poland;Europe;Short-haul;12;1594;251049.92;157.5;74.6;9.7;70.1;0.044
SAL00896;2024-06;IAD;Washington;United States;North America;Long-haul;8;1813;1402878.3;773.79;82.7;18.7;62.0;0.0834
SAL00897;2024-06;ARN;Stockholm;Sweden;Europe;Medium-haul;9;1271;224962.34;177.0;90.6;10.7;73.9;0.0421
SAL00898;2024-06;JNB;Johannesburg;South Africa;Africa;Long-haul;4;1030;815540.76;791.79;79.5;16.4;59.4;0.0419
SAL00899;2024-07;CDG;Paris;France;Europe;Short-haul;33;4808;733588.1;152.58;80.9;17.0;72.3;0.0654
SAL00900;2024-07;LHR;London;United Kingdom;Europe;Short-haul;34;4669;851129.89;182.29;73.5;14.3;58.0;0.0409
SAL00901;2024-07;AMS;Amsterdam;Netherlands;Europe;Short-haul;28;4020;728435.48;181.2;93.0;16.1;63.5;0.0503
SAL00902;2024-07;MXP;Milan;Italy;Europe;Short-haul;17;2422;432849.2;178.72;82.0;9.1;73.3;0.0644
SAL00903;2024-07;BCN;Barcelona;Spain;Europe;Medium-haul;16;2188;498046.78;227.63;71.4;17.4;71.5;0.0965
SAL00904;2024-07;VIE;Vienna;Austria;Europe;Short-haul;18;2513;445428.71;177.25;74.6;14.3;69.9;0.0451
SAL00905;2024-07;ZRH;Zurich;Switzerland;Europe;Short-haul;22;3052;599524.39;196.44;75.9;8.4;58.8;0.047
SAL00906;2024-07;IST;Istanbul;Turkey;Europe;Medium-haul;15;2030;415247.35;204.56;89.5;9.5;55.4;0.0629
SAL00907;2024-07;ATH;Athens;Greece;Europe;Medium-haul;12;1752;402930.12;229.98;74.8;23.7;62.8;0.0959
SAL00908;2024-07;MUC;Munich;Germany;Europe;Short-haul;39;5538;851690.33;153.79;86.4;9.5;83.7;0.074
SAL00909;2024-07;JFK;New York;United States;North America;Long-haul;18;4161;2688966.97;646.23;72.4;9.3;72.2;0.1046
SAL00910;2024-07;YYZ;Toronto;Canada;North America;Long-haul;9;2199;2043430.02;929.25;71.3;18.8;66.7;0.1168
SAL00911;2024-07;GRU;Sao Paulo;Brazil;South America;Long-haul;4;1074;767528.48;714.64;82.6;10.0;63.0;0.0812
SAL00912;2024-07;DXB;Dubai;UAE;Middle East;Long-haul;15;3850;3271688.85;849.79;73.3;12.4;82.2;0.0876
SAL00913;2024-07;MAD;Madrid;Spain;Europe;Medium-haul;23;3329;802130.68;240.95;91.5;9.8;58.4;0.0872
SAL00914;2024-07;DUS;Dusseldorf;Germany;Europe;Short-haul;20;2897;497512.73;171.73;88.7;23.0;77.3;0.0699
SAL00915;2024-07;ORD;Chicago;United States;North America;Long-haul;16;3552;2877061.0;809.98;87.8;22.3;81.9;0.094
SAL00916;2024-07;NRT;Tokyo;Japan;Asia;Long-haul;13;2748;2236963.59;814.03;88.0;11.6;60.0;0.0583
SAL00917;2024-07;DEL;Delhi;India;Asia;Long-haul;13;3470;3358216.67;967.79;84.8;12.9;56.9;0.1071
SAL00918;2024-07;FCO;Rome;Italy;Europe;Short-haul;16;2348;389009.02;165.68;78.1;19.8;55.8;0.0659
SAL00919;2024-07;BRU;Brussels;Belgium;Europe;Short-haul;9;1313;221204.02;168.47;75.1;22.3;58.0;0.0449
SAL00920;2024-07;WAW;Warsaw;Poland;Europe;Short-haul;10;1291;176055.18;136.37;77.2;24.1;69.4;0.0652
SAL00921;2024-07;LIS;Lisbon;Portugal;Europe;Medium-haul;10;1353;308199.97;227.79;71.3;18.9;57.3;0.1009
SAL00922;2024-07;SIN;Singapore;Singapore;Asia;Long-haul;8;2027;1688111.26;832.81;81.8;8.9;65.6;0.0495
SAL00923;2024-07;ARN;Stockholm;Sweden;Europe;Medium-haul;12;1754;344631.83;196.48;77.7;9.1;72.6;0.0853
SAL00924;2024-07;BKK;Bangkok;Thailand;Asia;Long-haul;5;1307;1188172.63;909.08;76,9;18.2;80.5;0.12
SAL00925;2024-07;PVG;Shanghai;China;Asia;Long-haul;5;1257;954268.89;759.16;84.8;17.8;64.3;0.1143
SAL00926;2024-07;JNB;Johannesburg;South Africa;Africa;Long-haul;4;943;860285.86;912.29;91.2;22.3;69.9;0.0689
SAL00927;2024-07;CPH;Copenhagen;Denmark;Europe;Short-haul;11;1458;236865.36;162.46;81.3;14.8;64.0;0.0464
SAL00928;2024-07;IAD;Washington;United States;North America;Long-haul;8;1977;1597775.57;808.18;95.0;18.3;72.9;0.114
SAL00929;2024-08;CDG;Paris;France;Europe;Short-haul;40;5928;1071660.26;180.78;79.7;24.0;80.1;0.0747
SAL00930;2024-08;LHR;London;United Kingdom;Europe;Short-haul;44;6241;1085366.0;173.91;70.7;22.7;59.3;0.0469
SAL00931;2024-08;AMS;Amsterdam;Netherlands;Europe;Short-haul;25;3412;498149.72;146.0;93.6;19.9;58.3;0.0585
SAL00932;2024-08;MAD;Madrid;Spain;Europe;Medium-haul;18;2450;517611.44;211.27;70.8;13.7;70.9;0.0493
SAL00933;2024-08;VIE;Vienna;Austria;Europe;Short-haul;23;3096;433671.84;140.07;83.0;13.6;79.6;0.0525
SAL00934;2024-08;IST;Istanbul;Turkey;Europe;Medium-haul;12;1520;387694.68;255.06;93.6;17.3;70.5;0.0999
SAL00935;2024-08;LIS;Lisbon;Portugal;Europe;Medium-haul;15;2179;564718.9;259.16;94.4;14.9;58.5;0.0973
SAL00936;2024-08;ARN;Stockholm;Sweden;Europe;Medium-haul;14;1956;475060.74;242.87;91.7;11.9;56.2;0.0718
SAL00937;2024-08;MUC;Munich;Germany;Europe;Short-haul;41;5818;1067007.05;183.4;81.0;24.7;77.5;0.1166
SAL00938;2024-08;DUS;Dusseldorf;Germany;Europe;Short-haul;20;2907;518761.8;178.45;85.3;15.6;57.1;0.0978
SAL00939;2024-08;DEL;Delhi;India;Asia;Long-haul;11;2644;2104617.2;796.0;75.5;12.2;71.1;0.1182
SAL00940;2024-08;JNB;Johannesburg;South Africa;Africa;Long-haul;6;1468;1038194.19;707.22;82.5;12.9;67.7;0.1038
SAL00941;2024-08;FCO;Rome;Italy;Europe;Short-haul;20;2982;568317.07;190.58;71.5;23.1;80.2;0.1136
SAL00942;2024-08;MXP;Milan;Italy;Europe;Short-haul;16;2334;391190.78;167.61;78.3;22.6;60.1;0.0882
SAL00943;2024-08;BCN;Barcelona;Spain;Europe;Medium-haul;14;2023;477876.25;236.22;89.3;12.1;63.2;0.0636
SAL00944;2024-08;CPH;Copenhagen;Denmark;Europe;Short-haul;9;1304;203051.19;155.71;75.1;10.3;63.2;0.1118
SAL00945;2024-08;IAD;Washington;United States;North America;Long-haul;10;2183;1752319.07;802.71;72.5;18.7;83.9;0.0892
SAL00946;2024-08;SIN;Singapore;Singapore;Asia;Long-haul;2;409;337492.05;825.16;76.1;11.8;55.3;0.1152
SAL00947;2024-08;PVG;Shanghai;China;Asia;Long-haul;8;1913;1321102.69;690.59;73.1;18.2;82.6;0.0407
SAL00948;2024-08;ZRH;Zurich;Switzerland;Europe;Short-haul;25;3579;603975.45;168.76;77.2;17.8;76.3;0.0561
SAL00949;2024-08;JFK;New York;United States;North America;Long-haul;17;4233;3346616.84;790.6;74.6;18.6;58.8;0.0523
SAL00950;2024-08;ORD;Chicago;United States;North America;Long-haul;8;2007;1749453.0;871.68;78.8;22.5;60.4;0.0649
SAL00951;2024-08;BRU;Brussels;Belgium;Europe;Short-haul;17;2460;379838.78;154.41;74.8;14.7;62.2;0.0583
SAL00952;2024-08;YYZ;Toronto;Canada;North America;Long-haul;6;1381;1158972.29;839.23;81.0;22.8;69.1;0.1099
SAL00953;2024-08;ATH;Athens;Greece;Europe;Medium-haul;9;1212;303747.53;250.62;85.5;11.0;73.3;0.044
SAL00954;2024-08;NRT;Tokyo;Japan;Asia;Long-haul;5;1240;1 057 059.48;852.47;78,5;10.9;65.9;0.107
SAL00955;2024-08;GRU;Sao Paulo;Brazil;South America;Long-haul;6;1437;1131981.88;787.74;74.2;17.4;84.9;0.0856
SAL00956;2024-08;DXB;Dubai;UAE;Middle East;Long-haul;10;2343;2019175.5;861.79;87.0;11.1;73.2;0.0695
SAL00957;2024-08;WAW;Warsaw;Poland;Europe;Short-haul;9;1235;185832.74;150.47;84.5;14.8;59.5;0.0713
SAL00958;2024-08;BKK;Bangkok;Thailand;Asia;Long-haul;6;1805;1271667.26;704.52;93.1;13.0;71.4;0.0944
SAL00959;2024-09;CDG;Paris;France;Europe;Short-haul;30;4326;719238.97;166.26;93.3;11.9;58.6;0.0628
SAL00960;2024-09;LHR;London;United Kingdom;Europe;Short-haul;30;4336;811132.32;187.07;92.0;16.8;63.1;0.0461
SAL00961;2024-09;MXP;Milan;Italy;Europe;Short-haul;15;2228;381030.83;171.02;83,1;20.1;62.1;0.0613
SAL00962;2024-09;BCN;Barcelona;Spain;Europe;Medium-haul;16;2246;528 301.32;235.22;88.9;21.0;61.5;0.0459
SAL00963;2024-09;VIE;Vienna;Austria;Europe;Short-haul;24;3276;560281.89;171.03;79.9;16.8;64.1;0.1133
SAL00964;2024-09;ATH;Athens;Greece;Europe;Medium-haul;9;1232;339489.28;275.56;82.3;9.0;84.9;0.0534
SAL00965;2024-09;LIS;Lisbon;Portugal;Europe;Medium-haul;10;1448;423284.86;292.32;81.9;12.2;66.9;0.0971
SAL00966;2024-09;MUC;Munich;Germany;Europe;Short-haul;30;4121;709608.67;172.19;73,7;17.2;82.3;0.0663
SAL00967;2024-09;DUS;Dusseldorf;Germany;Europe;Short-haul;21;3023;548723.33;181.52;85.3;14.3;61.8;0.0543
SAL00968;2024-09;YYZ;Toronto;Canada;North America;Long-haul;8;2185;1860868.1;851.66;76.4;12.9;57.3;0.0828
SAL00969;2024-09;NRT;Tokyo;Japan;Asia;Long-haul;5;1286;1169255.66;909.22;94.9;18.1;56.2;0.0664
SAL00970;2024-09;GRU;Sao Paulo;Brazil;South America;Long-haul;4;1025;665454.43;649.22;82.8;12.7;80.8;0.0607
SAL00971;2024-09;DXB;Dubai;UAE;Middle East;Long-haul;9;2180;2172098.59;996.38;76.3;22.4;58.3;0.0479
SAL00972;2024-09;MAD;Madrid;Spain;Europe;Medium-haul;18;2491;582838.42;233.98;74.4;8.0;59.7;0.1128
SAL00973;2024-09;ZRH;Zurich;Switzerland;Europe;Short-haul;21;2977;474409.83;159.36;71.6;24.0;83.7;0.0949
SAL00974;2024-09;BRU;Brussels;Belgium;Europe;Short-haul;11;1609;211066.89;131.18;87.7;21.6;67.5;0.0864
SAL00975;2024-09;AMS;Amsterdam;Netherlands;Europe;Short-haul;19;2736;481719.52;176.07;92.9;16.3;65.7;0.0897
SAL00976;2024-09;FCO;Rome;Italy;Europe;Short-haul;20;2738;475083.76;173.51;71.8;14.6;55.6;0.0646
SAL00977;2024-09;CPH;Copenhagen;Denmark;Europe;Short-haul;4;575;73336.31;127.54;80.2;19.6;78.6;0.0691
SAL00978;2024-09;ARN;Stockholm;Sweden;Europe;Medium-haul;10;1453;315483.13;217.13;75.4;16.1;70.5;0.0445
SAL00979;2024-09;BKK;Bangkok;Thailand;Asia;Long-haul;7;1836;1618342.12;881.45;89.5;21.6;82.0;0.0885
SAL00980;2024-09;IST;Istanbul;Turkey;Europe;Medium-haul;8;1107;206768.98;186.78;81.2;19.3;60.2;0.1188
SAL00981;2024-09;JFK;New York;United States;North America;Long-haul;13;2889;1904644.27;659.27;75.5;21.5;80.0;0.0551
SAL00982;2024-09;ORD;Chicago;United States;North America;Long-haul;7;1731;1311384.58;757.59;92,5;16.4;80.2;0.1092
SAL00983;2024-09;DEL;Delhi;India;Asia;Long-haul;9;1928;1819674.0;943.81;85.1;13.8;61.0;0.0687
SAL00984;2024-09;IAD;Washington;United States;North America;Long-haul;8;1934;1714256.3;886.38;93.6;16.5;65.2;0.0533
SAL00985;2024-09;SIN;Singapore;Singapore;Asia;Long-haul;4;1093;657546.87;601.6;85.9;13.4;58.2;0.1091
SAL00986;2024-09;PVG;Shanghai;China;Asia;Long-haul;6;1458;1063542.89;729.45;94.9;8.1;72.8;0.0476
SAL00987;2024-09;JNB;Johannesburg;South Africa;Africa;Long-haul;8;1955;1840291.53;941.33;91.5;24.3;61.4;0.0647
SAL00988;2024-09;WAW;Warsaw;Poland;Europe;Short-haul;6;815;132714.65;162.84;73.2;15.1;77.3;0.0515
SAL00989;2024-10;CDG;Paris;France;Europe;Short-haul;31;4463;837843.42;187.73;85.1;20.0;82.4;0.0682
SAL00990;2024-10;LHR;London;United Kingdom;Europe;Short-haul;31;4380;783665.12;178.92;71.6;10.1;55.3;0.0409
SAL00991;2024-10;AMS;Amsterdam;Netherlands;Europe;Short-haul;21;3047;555464.93;182.3;77.2;14.2;79.1;0.1143
SAL00992;2024-10;MAD;Madrid;Spain;Europe;Medium-haul;13;1804;446287.61;247.39;85.6;19.1;70.7;0.0427
SAL00993;2024-10;BCN;Barcelona;Spain;Europe;Medium-haul;17;2381;583296.84;244.98;75.3;9.6;80.7;0.074
SAL00994;2024-10;BRU;Brussels;Belgium;Europe;Short-haul;12;1639;282675.0;172.47;88.4;14.1;81.4;0.0972
SAL00995;2024-10;CPH;Copenhagen;Denmark;Europe;Short-haul;10;1307;225759.09;172.73;85.2;22.8;84.2;0.0859
SAL00996;2024-10;MUC;Munich;Germany;Europe;Short-haul;31;4405;801534.89;181.96;76.1;24.5;76.9;0.1129
SAL00997;2024-10;DUS;Dusseldorf;Germany;Europe;Short-haul;17;2372;359511.62;151.56;74.8;18.1;66.4;0.0717
SAL00998;2024-10;JFK;New York;United States;North America;Long-haul;17;3970;3131386.79;788.76;87.6;24.3;59.8;0.1131
SAL00999;2024-10;YYZ;Toronto;Canada;North America;Long-haul;10;2434;1809347.82;743.36;92.8;21.8;65.9;0.0408
SAL01000;2024-10;JNB;Johannesburg;South Africa;Africa;Long-haul;3;650;614075.47;944.73;73.6;20.7;57.5;0.1086
SAL01001;2024-10;MXP;Milan;Italy;Europe;Short-haul;16;2388;480798.8;201.34;78.8;22.3;73.1;0.0948
SAL01002;2024-10;ZRH;Zurich;Switzerland;Europe;Short-haul;22;3000;522187.14;174.06;93.1;22.6;81.5;0.0636
SAL01003;2024-10;ORD;Chicago;United States;North America;Long-haul;9;2201;1853911.16;842.3;91.0;13.2;70.9;0.0666
SAL01004;2024-10;DEL;Delhi;India;Asia;Long-haul;6;1537;1234623.14;803.27;78.2;20.5;84.8;0.0548
SAL01005;2024-10;FCO;Rome;Italy;Europe;Short-haul;14;1856;302 948.55;163.23;74.9;11.2;57.3;0.0845
SAL01006;2024-10;VIE;Vienna;Austria;Europe;Short-haul;18;2411;424435.98;176.04;71.6;20.2;79.5;0.117
SAL01007;2024-10;WAW;Warsaw;Poland;Europe;Short-haul;9;1273;201532.21;158.31;83.8;13.4;77.5;0.1127
SAL01008;2024-10;IST;Istanbul;Turkey;Europe;Medium-haul;14;2087;520287.6;249.3;89.1;24.0;57.2;0.0413
SAL01009;2024-10;ARN;Stockholm;Sweden;Europe;Medium-haul;9;1260;311971.47;247.6;83.0;24.6;79.7;0.0508
SAL01010;2024-10;SIN;Singapore;Singapore;Asia;Long-haul;3;741;660737.05;891.68;91.2;15.0;58.0;0.1016
SAL01011;2024-10;IAD;Washington;United States;North America;Long-haul;8;1801;1 592 726.63;884.36;81.5;15.4;73.1;0.0631
SAL01012;2024-10;PVG;Shanghai;China;Asia;Long-haul;5;1128;892196.28;790.95;89.3;12.1;69.4;0.0786
SAL01013;2024-10;LIS;Lisbon;Portugal;Europe;Medium-haul;8;1182;288736.34;244.28;85.6;8.5;62.3;0.0788
SAL01014;2024-10;NRT;Tokyo;Japan;Asia;Long-haul;7;1728;1812287.52;1048.78;80.7;20.4;55.6;0.0419
SAL01015;2024-10;DXB;Dubai;UAE;Middle East;Long-haul;6;1443;1021215.69;707.7;92.8;23.2;81.6;0.0904
SAL01016;2024-10;BKK;Bangkok;Thailand;Asia;Long-haul;6;1572;1143066.31;727.14;71.7;14.0;84.1;0.0726
SAL01017;2024-10;ATH;Athens;Greece;Europe;Medium-haul;11;1670;367110.48;219.83;93.9;18.3;58.4;0.0541
SAL01018;2024-10;GRU;Sao Paulo;Brazil;South America;Long-haul;5;1454;1081723.78;743.96;92.3;12.9;69.5;0.0679
SAL01019;2024-11;CDG;Paris;France;Europe;Short-haul;30;4088;654527.58;160.11;85.0;10.6;73.5;0.0921
SAL01020;2024-11;LHR;London;United Kingdom;Europe;Short-haul;30;4420;672457.36;152.14;82.9;8.6;83.4;0.0921
SAL01021;2024-11;AMS;Amsterdam;Netherlands;Europe;Short-haul;19;2801;523833.89;187.02;93.7;8.8;72.3;0.086
SAL01022;2024-11;BCN;Barcelona;Spain;Europe;Medium-haul;12;1680;412974.63;245.82;88.5;23.2;58.3;0.041
SAL01023;2024-11;ZRH;Zurich;Switzerland;Europe;Short-haul;20;2906;443421.33;152.59;76.8;15.9;70.8;0.0589
SAL01024;2024-11;BRU;Brussels;Belgium;Europe;Short-haul;10;1469;251766.62;171.39;77.0;23.7;83.3;0.0575
SAL01025;2024-11;CPH;Copenhagen;Denmark;Europe;Short-haul;8;1162;201171.13;173.12;91.3;24.9;58.4;0.1199
SAL01026;2024-11;IST;Istanbul;Turkey;Europe;Medium-haul;9;1274;334283.39;262.39;75.4;15.8;72.2;0.0401
SAL01027;2024-11;ATH;Athens;Greece;Europe;Medium-haul;7;952;233660.95;245.44;78.0;17.0;78.9;0.0869
SAL01028;2024-11;LIS;Lisbon;Portugal;Europe;Medium-haul;11;1610;368093.25;228.63;82.3;13.0;75.0;0.0533
SAL01029;2024-11;MUC;Munich;Germany;Europe;Short-haul;30;4278;715259.42;167.19;79.3;14.9;71.6;0.106
SAL01030;2024-11;DUS;Dusseldorf;Germany;Europe;Short-haul;13;1771;299 721.44;169.24;70.7;16.9;69.1;0.1071
SAL01031;2024-11;IAD;Washington;United States;North America;Long-haul;7;1678;1162956.11;693.06;72.5;13.7;61.9;0.0929
SAL01032;2024-11;YYZ;Toronto;Canada;North America;Long-haul;9;2263;1719732.1;759.93;93.0;12.6;62.5;0.085
SAL01033;2024-11;GRU;Sao Paulo;Brazil;South America;Long-haul;6;1421;1300052.54;914.89;76.4;9.2;82.8;0.0662
SAL01034;2024-11;MXP;Milan;Italy;Europe;Short-haul;14;2033;312 816.17;153.87;77.7;15.2;75.3;0.0527
SAL01035;2024-11;VIE;Vienna;Austria;Europe;Short-haul;19;2731;435485.78;159.46;92.6;21.3;80.3;0.0921
SAL01036;2024-11;WAW;Warsaw;Poland;Europe;Short-haul;8;1263;195149.49;154.51;71.4;8.3;75.9;0.074
SAL01037;2024-11;ARN;Stockholm;Sweden;Europe;Medium-haul;10;1472;341634.45;232.09;92.5;10.8;67.4;0.0775
SAL01038;2024-11;ORD;Chicago;United States;North America;Long-haul;7;1660;1445073.22;870.53;94.8;10.1;84.8;0.0562
SAL01039;2024-11;DEL;Delhi;India;Asia;Long-haul;9;2184;1603781.04;734.33;71.6;18.5;64.7;0.043
SAL01040;2024-11;DXB;Dubai;UAE;Middle East;Long-haul;13;3318;2567051.51;773.67;73.8;12.4;79.5;0.1056
SAL01041;2024-11;FCO;Rome;Italy;Europe;Short-haul;11;1530;312763.09;204.42;84.9;18.6;69.1;0.0547
SAL01042;2024-11;MAD;Madrid;Spain;Europe;Medium-haul;14;2103;488693.85;232.38;76.3;22.3;66.0;0.0881
SAL01043;2024-11;SIN;Singapore;Singapore;Asia;Long-haul;4;1009;594 030.47;588.73;77.4;8.5;64.3;0.1018
SAL01044;2024-11;NRT;Tokyo;Japan;Asia;Long-haul;8;1957;1527625.46;780.6;76,1;18.1;62.6;0.0456
SAL01045;2024-11;JFK;New York;United States;North America;Long-haul;12;3211;2269291.15;706.72;85.0;12.9;58.4;0.1125
SAL01046;2024-11;PVG;Shanghai;China;Asia;Long-haul;6;1488;1042987.45;700.93;77.6;9.4;71.0;0.0419
SAL01047;2024-11;BKK;Bangkok;Thailand;Asia;Long-haul;6;1646;1295919.37;787.31;77.7;12.3;55.6;0.0905
SAL01048;2024-12;CDG;Paris;France;Europe;Short-haul;19;2679;499251.74;186.36;94.6;24.1;57.1;0.1012
SAL01049;2024-12;AMS;Amsterdam;Netherlands;Europe;Short-haul;16;2277;365124.04;160.35;75.6;22.4;59.5;0.1044
SAL01050;2024-12;MXP;Milan;Italy;Europe;Short-haul;10;1333;249851.65;187.44;89.9;23.0;82.8;0.055
SAL01051;2024-12;MAD;Madrid;Spain;Europe;Medium-haul;11;1678;335285.53;199.81;92.9;22.4;78.7;0.0943
SAL01052;2024-12;BCN;Barcelona;Spain;Europe;Medium-haul;7;995;242999.81;244.22;86.7;22.1;73.1;0.0872
SAL01053;2024-12;VIE;Vienna;Austria;Europe;Short-haul;12;1662;324180.86;195.05;73.2;15.3;74.3;0.0989
SAL01054;2024-12;BRU;Brussels;Belgium;Europe;Short-haul;17;2631;435195.02;165.41;85.2;8.6;67.7;0.0519
SAL01055;2024-12;MUC;Munich;Germany;Europe;Short-haul;22;3316;552257.72;166.54;85.3;16.7;56.2;0.0453
